0372183	The Bourne Supremacy	2004	108	Action,Mystery,Thriller
0375679	Crash	2004	112	Crime,Drama,Thriller
0454921	The Pursuit of Happyness	2006	117	Biography,Drama
1291584	Warrior	2011	140	Drama,Sport
0119116	The Fifth Element	1997	126	Action,Adventure,Sci-Fi
1499658	Horrible Bosses	2011	98	Comedy,Crime
0790636	Dallas Buyers Club	2013	117	Biography,Drama
1840309	Divergent	2014	139	Action,Adventure,Mystery
0087469	Indiana Jones and the Temple of Doom	1984	118	Action,Adventure
2872732	Lucy	2014	89	Action,Sci-Fi,Thriller
2179136	American Sniper	2014	133	Action,Biography,Drama
1430132	The Wolverine	2013	126	Action,Adventure,Sci-Fi
0099785	Home Alone	1990	103	Comedy,Family
2872718	Nightcrawler	2014	117	Crime,Drama,Thriller
1535108	Elysium	2013	109	Action,Drama,Sci-Fi
0268380	Ice Age	2002	81	Adventure,Animation,Comedy
0047396	Rear Window	1954	112	Mystery,Thriller
1515091	Sherlock Holmes: A Game of Shadows	2011	129	Action,Adventure,Crime
1099212	Twilight	2008	122	Drama,Fantasy,Romance
0319061	Big Fish	2003	125	Adventure,Drama,Fantasy
0887912	The Hurt Locker	2008	131	Drama,Thriller,War
0800080	The Incredible Hulk	2008	112	Action,Adventure,Sci-Fi
1454029	The Help	2011	146	Drama
1979320	Rush	2013	123	Action,Biography,Drama
2103281	Dawn of the Planet of the Apes	2014	130	Action,Adventure,Drama
0367882	Indiana Jones and the Kingdom of the Crystal Skull	2008	122	Action,Adventure,Fantasy
0327056	Mystic River	2003	138	Crime,Drama,Mystery
1457767	The Conjuring	2013	112	Horror,Mystery,Thriller
1568346	The Girl with the Dragon Tattoo	2011	158	Crime,Drama,Mystery
0407304	War of the Worlds	2005	116	Adventure,Sci-Fi,Thriller
0101414	Beauty and the Beast	1991	84	Animation,Family,Fantasy
1535109	Captain Phillips	2013	134	Biography,Drama,Thriller
0367594	Charlie and the Chocolate Factory	2005	115	Adventure,Comedy,Family
1872181	The Amazing Spider-Man 2	2014	142	Action,Adventure,Sci-Fi
1790864	The Maze Runner	2014	113	Action,Mystery,Sci-Fi
0443706	Zodiac	2007	157	Crime,Drama,Mystery
0319262	The Day After Tomorrow	2004	124	Action,Adventure,Sci-Fi
2250912	Spider-Man: Homecoming	2017	133	Action,Adventure,Sci-Fi
0314331	Love Actually	2003	135	Comedy,Drama,Romance
0830515	Quantum of Solace	2008	106	Action,Adventure,Thriller
2713180	Fury	2014	134	Action,Drama,War
0298148	Shrek 2	2004	93	Adventure,Animation,Comedy
1951265	The Hunger Games: Mockingjay - Part 1	2014	123	Action,Adventure,Sci-Fi
0441773	Kung Fu Panda	2008	92	Action,Adventure,Animation
0335266	Lost in Translation	2003	102	Drama
0337978	Live Free or Die Hard	2007	128	Action,Adventure,Thriller
0382625	The Da Vinci Code	2006	149	Mystery,Thriller
1723121	We're the Millers	2013	110	Comedy,Crime
2948356	Zootopia	2016	108	Adventure,Animation,Comedy
0217505	Gangs of New York	2002	167	Crime,Drama
0120591	Armageddon	1998	151	Action,Adventure,Sci-Fi
0325710	The Last Samurai	2003	154	Action,Drama,History
1399103	Transformers: Dark of the Moon	2011	154	Action,Adventure,Sci-Fi
0765429	American Gangster	2007	157	Biography,Crime,Drama
0360717	King Kong	2005	187	Action,Adventure,Drama
0120616	The Mummy	1999	124	Action,Adventure,Fantasy
1055369	Transformers: Revenge of the Fallen	2009	150	Action,Adventure,Sci-Fi
0362227	The Terminal	2004	128	Comedy,Drama,Romance
0033467	Citizen Kane	1941	119	Drama,Mystery
0780536	In Bruges	2008	107	Comedy,Crime,Drama
0405422	The 40-Year-Old Virgin	2005	116	Comedy,Romance
2245084	Big Hero 6	2014	102	Action,Adventure,Animation
1245492	This Is the End	2013	107	Comedy,Fantasy
0398286	Tangled	2010	100	Adventure,Animation,Comedy
0097165	Dead Poets Society	1989	128	Comedy,Drama
1014759	Alice in Wonderland	2010	108	Adventure,Family,Fantasy
0117060	Mission: Impossible	1996	110	Action,Adventure,Thriller
5052448	Get Out	2017	104	Horror,Mystery,Thriller
1856101	Blade Runner 2049	2017	164	Drama,Mystery,Sci-Fi
0139654	Training Day	2001	122	Crime,Drama,Thriller
1605783	Midnight in Paris	2011	94	Comedy,Fantasy,Romance
0093779	The Princess Bride	1987	98	Adventure,Family,Fantasy
0163651	American Pie	1999	95	Comedy
1895587	Spotlight	2015	129	Crime,Drama,History
2980516	The Theory of Everything	2014	123	Biography,Drama,Romance
0942385	Tropic Thunder	2008	107	Action,Adventure,Comedy
0099088	Back to the Future Part III	1990	118	Adventure,Comedy,Sci-Fi
2119532	Hacksaw Ridge	2016	139	Biography,Drama,History
0387564	Saw	2004	103	Horror,Mystery
1060277	Cloverfield	2008	85	Action,Horror,Sci-Fi
0091763	Platoon	1986	120	Drama,War
2379713	Spectre	2015	148	Action,Adventure,Thriller
0032138	The Wizard of Oz	1939	102	Adventure,Family,Fantasy
0181852	Terminator 3: Rise of the Machines	2003	109	Action,Sci-Fi
0038650	It's a Wonderful Life	1946	130	Drama,Family,Fantasy
1905041	Fast & Furious 6	2013	130	Action,Crime,Thriller
1637688	In Time	2011	109	Action,Sci-Fi,Thriller
0831387	Godzilla	2014	123	Action,Adventure,Sci-Fi
3183660	Fantastic Beasts and Where to Find Them	2016	133	Adventure,Family,Fantasy
0289043	28 Days Later...	2002	113	Drama,Horror,Sci-Fi
0315327	Bruce Almighty	2003	101	Comedy,Drama,Fantasy
0093773	Predator	1987	107	Action,Adventure,Sci-Fi
3890160	Baby Driver	2017	112	Action,Crime,Drama
3385516	X-Men: Apocalypse	2016	144	Action,Adventure,Sci-Fi
1690953	Despicable Me 2	2013	98	Adventure,Animation,Comedy
0493464	Wanted	2008	110	Action,Crime,Fantasy
0112864	Die Hard with a Vengeance	1995	128	Action,Adventure,Thriller
0119567	The Lost World: Jurassic Park	1997	129	Action,Adventure,Sci-Fi
0443543	The Illusionist	2006	110	Drama,Mystery,Romance
0265086	Black Hawk Down	2001	144	Drama,History,War
0105695	Unforgiven	1992	130	Drama,Western
0363771	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	2005	143	Adventure,Family,Fantasy
0458352	The Devil Wears Prada	2006	109	Comedy,Drama
0369339	Collateral	2004	120	Crime,Drama,Thriller
1259521	The Cabin in the Woods	2012	95	Comedy,Horror
0446029	Scott Pilgrim vs. the World	2010	112	Action,Comedy,Fantasy
0083866	E.T. The Extra-Terrestrial	1982	115	Family,Sci-Fi
2820852	Furious 7	2015	137	Action,Crime,Thriller
0443453	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	2006	84	Comedy
0086879	Amadeus	1984	160	Biography,Drama,History
0478311	Knocked Up	2007	129	Comedy,Drama,Romance
1217209	Brave	2012	93	Adventure,Animation,Comedy
1772341	Wreck-It Ralph	2012	101	Adventure,Animation,Comedy
0092005	Stand by Me	1986	89	Adventure,Drama
0079470	Life of Brian	1979	94	Comedy
0349903	Ocean's Twelve	2004	125	Crime,Thriller
1396484	It	2017	135	Horror,Thriller
0070047	The Exorcist	1973	122	Horror
0361862	The Machinist	2004	101	Drama,Thriller
1596343	Fast Five	2011	130	Action,Crime,Thriller
0109686	Dumb and Dumber	1994	107	Comedy
1282140	Easy A	2010	92	Comedy,Drama,Romance
1371111	Cloud Atlas	2012	172	Action,Drama,Mystery
0084787	The Thing	1982	109	Horror,Mystery,Sci-Fi
1190080	2012	2009	158	Action,Adventure,Sci-Fi
1210166	Moneyball	2011	133	Biography,Drama,Sport
0099674	The Godfather: Part III	1990	162	Crime,Drama
0119094	Face/Off	1997	138	Action,Crime,Sci-Fi
0351283	Madagascar	2005	86	Adventure,Animation,Comedy
1542344	127 Hours	2010	94	Adventure,Biography,Drama
0408236	Sweeney Todd: The Demon Barber of Fleet Street	2007	116	Drama,Horror,Musical
0317740	The Italian Job	2003	111	Action,Crime,Thriller
0840361	The Town	2010	125	Crime,Drama,Thriller
1650062	Super 8	2011	112	Mystery,Sci-Fi,Thriller
0317219	Cars	2006	117	Animation,Comedy,Family
0087332	Ghostbusters	1984	105	Action,Comedy,Fantasy
0438488	Terminator Salvation	2009	115	Action,Adventure,Sci-Fi
5463162	Deadpool 2	2018	119	Action,Adventure,Comedy
3397884	Sicario	2015	121	Action,Crime,Drama
0405094	The Lives of Others	2006	137	Drama,Thriller
0232500	The Fast and the Furious	2001	106	Action,Crime,Thriller
2294449	22 Jump Street	2014	112	Action,Comedy,Crime
0217869	Unbreakable	2000	106	Drama,Mystery,Sci-Fi
1632708	Friends with Benefits	2011	109	Comedy,Romance
1065073	Boyhood	2014	165	Drama
0964517	The Fighter	2010	116	Biography,Drama,Sport
0052357	Vertigo	1958	128	Mystery,Romance,Thriller
0103639	Aladdin	1992	90	Adventure,Animation,Comedy
0088847	The Breakfast Club	1985	97	Comedy,Drama
0396269	Wedding Crashers	2005	119	Comedy,Romance
0230600	The Others	2001	101	Horror,Mystery,Thriller
0454848	Inside Man	2006	129	Crime,Drama,Mystery
0395169	Hotel Rwanda	2004	121	Biography,Drama,History
0286106	Signs	2002	106	Drama,Mystery,Sci-Fi
0119174	The Game	1997	129	Drama,Mystery,Thriller
